Author,Location,Date,Comments,Rating
Peter,"Stockton, CA","Reviewed Jan. 21, 2022","My Loan Agent Carlos was great. Rocket process was pretty simple. AmRock was terrible. Payoff checks were never sent out to me. Had many emails with them and took over a week past closing to get them to reissue checks. Terrible customer service. On my previous refinance with Rocket, AmRock was a hold up on closing as well back then. If I have need for another home loan in the future, I probably will shop around due to the two bad experiences with AmRock. I’m assuming that Rocket owns AmRock.",3
Betty,"West Palm Beach, FL","Reviewed Jan. 20, 2022",Rocket Mortgage is without a doubt the most organized and efficient company I've done business with. I was kept well informed throughout the process and always got a quick response to any questions I had. A Plus to you & your staff.,5
Kelli,"Spring Creek, NV","Reviewed Jan. 20, 2022","This is the 3rd time we have used Rocket Mortage (used to be Quicken Loans). Super friendly, very helpful & knowledgeable and the ease and transition of everything went smoothly. I would highly recommend Rocket Mortgage. Everything was online and then we closed with a Notary at our home residence. Thank you for making our refinance experience great.",5
Victoria,"Inglewood, CA","Reviewed Jan. 19, 2022","Rocket Mortgage has a professional, courteous staff who provide efficient, cost-effective services, whether purchasing a property or refinancing. During our refi process, our mortgage banker searched several options available to us to ensure our rate was the lowest. We highly recommend Rocket Mortgage.",5
Louis,"Palm Harbor, FL","Reviewed Jan. 19, 2022","Did a last minute loan to try to get the purchase completed in the 2021 tax year, and Rocketmortgage came through in every aspect: title, inspections, great rate, good communication, checklist of what needed done and when, and pleasant folks to work with at every step.",5
Kevin,"Summerville, SC","Reviewed Jan. 19, 2022","We really enjoyed this experience. It was very quick! The rate was great! We cut five years off the loan. I would definitely recommend Rocket Mortgage! The loan was completed in three weeks. It was very, very easy, fast and efficient.",5
Pamela,"Tucson, AZ","Reviewed Jan. 17, 2022",Everything went smoothly. Sending checks to pay off my loans to other lenders was a pain since the payoff amounts had changed and now I'm trying to collect from them. The people who worked with us were very helpful. Thank you for your help.,5
Alfredo,"Henderson, NV","Reviewed Jan. 16, 2022",My wife Jeannette and I are happy with the professionalism and service we have gotten from your Rocket Mortgage Service Team! Thanks for making it possible for us to be able to refinance our California Home Loan #** as well!,5
Gina,"Friendswood, TX","Reviewed Jan. 15, 2022","We did a home refinance with no cash out for lower interest rate. Disappointed: we locked our rate on Cyber Monday with 20% off closing costs, however, we did not get the 20% off. That’s disappointing and false advertising in my opinion.",3
Pete,"Chester, VA","Reviewed Jan. 14, 2022",After contacting Rocket Mortgage and connecting them with my realtor I started the loan application process. A contract that was signed by the seller and myself that stated money from the sale or escrow of the home would be used for a necessary repair. Copies were sent to the rocket mortgage account manager stating as such. I then sent a 500 dollars good faith check to proceed with the loan. After weeks of going through the mortgage process rocket mortgage informed me they couldn't give the loan because the repairs needed to be done prior to sale even though they knew of the agreement weeks before.More,1
Emma,"Kalkaska, MI","Reviewed Jan. 12, 2022",Thanks for helping me buy my first home. I was in a desperate situation and Rocket Mortgage helped me find something quickly and within my budget. I feel like I can get my life back on track and I am secure.,4
Evan,"Maple Shade, NJ","Reviewed Jan. 12, 2022","Everyone was helpful and understanding in the process. Timely updates are appreciated. No complaints. My only objection is automatic paperless statements, which I may have indicated I want by missing something, but I prefer monthly paper statements- even though I intend to pay online.",5
Deidre,"Caro, MI","Reviewed Jan. 12, 2022",Everyone that I came into contact with regarding my mortgage was very helpful and professional. Yes I would recommend Rocket Mortgage to others and have already done so. Glad I let Tara ** talk me into using them when others had told Me not to,4
