Author,Location,Date,Comment,Stars
Arthur,"Summerland Key, FL","Reviewed March 11, 2020","I received information on Patriot Gold Group from a friend and also the contact person, Andy **. I called Mr. ** who answered all of my questions and made me feel quite comfortable in making my initial investment with Patriot Gold. As per their policy I had seven days to lock in my initial price, so within that time frame I was able to add to my investment. I look forward to doing business with Andy again in the future.",5
Becky,"Cudjoe Key, FL","Reviewed March 11, 2020","In speaking with Mr. **, I found him to knowledgeable and friendly. He answered all of our questions, and gave us several call backs to follow up. Very professional. Our experience so far with Mr. ** and his associates has been very positive and we look forward to many years ahead. Thank you for allowing me the opportunity to write this review.",5
Chris,"Perris, CA","Reviewed March 7, 2020",Andy and Micheal made it very easy and fast to start my new Account. They have kept me up to date on what I needed to do and every thing went very well. Both Andy and Michael were very knowledgeable and informative. Thanks again Guys. Great doing business with Patriot Gold Group.,5
Mark,"Ocean Isle Beach, NC","Reviewed March 6, 2020",It was my pleasure to work with Luke in making this exciting transaction a success. Luke provided detailed answers to my questions as I moved thru the process of rolling over my traditional IRA. I'm looking forward to watching my investment grow as we journey into a healthy 2020 economy. Patriot Gold Group is a world-class one-stop-shop for your precious metal investments.,5
Wanda,"St. Ann, MO","Reviewed March 6, 2020",I have been with Patriot Gold group for several years now and have found them to be very keen on making sure my investment is rewarding for me. I couldn't ask for a better partner in keeping me informed and the kindness they show. A great investment plan and do appreciate their service.,5
Jeff,"Lawton, OK","Reviewed March 6, 2020",I went into the process looking to invest in gold. I ended up buying silver instead after the wise counsel of Charlie and Mike. They set everything up to include the self-directed IRA with Equity Trust. Everyone at Patriot Gold Group was very nice and knowledgeable. Very satisfied with the end result.,5
Robert,"Los Angeles, CA","Reviewed March 6, 2020","I highly recommend the Patriot Gold Group! The whole process and opening of the Gold IRA went very smoothly. The team was awesome to work with and highly experienced. I look forward to working with them in the future. I will recommend the Patriot Gold Group to all that are interested in keeping their life secure after retirement. The team is exceptional, helpful and respond on calls. The follow up was the key and service more than I had expected.",5
Beverly,"Oxford, PA","Reviewed March 3, 2020","As I was selling my gold and silver assets for the first time, I didn’t know what to expect or how difficult it would be. Mike from Patriot Gold was such a great help and so very nice to work with. He helped to walk me through what I needed to do and it was surprisingly simple. It was placed into a liquid account until my further directive. A great company to work with!",5
Tim,"Dumont, NJ","Reviewed March 1, 2020",Everyone at Patriot was very cordial and helpful when guiding me through my initial purchase. This was my first foray into the world of precious metals and they helped to make it go smoothly. I would recommend Patriot to my friends.,5
Susan,"Lenoir, NC","Reviewed Feb. 27, 2020","I recently made a large purchase of gold coins from Patriot Gold. I needed to diversify my investments from cash in a safe and tangible way. I was fortunate to be connected with Andy **, an account manager and was very pleased with our discussion. He abated any fears and concerns I had and contacted me in each step of the transaction. I hope to continue our relationship in the future as gold continues to rise in value.",5
Lawrence,"Hackettstown, NJ","Reviewed Feb. 26, 2020","The entire team was responsive, explained things clearly and assisted with the transfer - very satisfied and an overall positive experience - look forward to future transactions and expanding my knowledge of the precious metal market and the overall collectibility of the coins available from the US and other countries.",5
